job_id,job_title,role_category,company,location,experience_tier,min_experience_years,salary_lpa,employment_type,posting_date,required_skills,description
JOB000025,Senior Level Backend Software Engineer,Backend Software Engineer,PhonePe,"Mumbai, India",Senior Level,5.5,31.09,Full-time,2025-12-15,RESTful API Design; Python; SQL; Git & GitHub; PostgreSQL / MySQL; Data Structures & Algorithms; System Design & Distributed Systems; Docker & Containerization; Linux & Bash; Redis & Caching; Model Serving & FastAPI; CI/CD Pipelines (GitHub Actions); Java; Kubernetes; NoSQL & MongoDB,"We are looking for a talented Senior Level Backend Software Engineer to join our team at PhonePe (Mumbai, India). The ideal candidate will have 5.5+ years of proven industry experience and strong proficiency in RESTful API Design; Python; SQL; Git & GitHub; PostgreSQL / MySQL; Data Structures & Algorithms; System Design & Distributed Systems; Docker & Containerization; Linux & Bash; Redis & Caching; Model Serving & FastAPI; CI/CD Pipelines (GitHub Actions); Java; Kubernetes; NoSQL & MongoDB. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000026,Mid Level Data Engineer,Data Engineer,Morgan Stanley,Remote (India),Mid Level,3.7,20.63,Hybrid Full-time,2026-03-12,ETL / ELT Pipelines; Data Warehousing & Modeling; Apache Spark / PySpark; Python; PostgreSQL / MySQL; SQL; Git & GitHub; Snowflake; Apache Kafka; DBT (Data Build Tool); Database Indexing & Query Tuning,"We are looking for a talented Mid Level Data Engineer to join our team at Morgan Stanley (Remote (India)). The ideal candidate will have 3.7+ years of proven industry experience and strong proficiency in ETL / ELT Pipelines; Data Warehousing & Modeling; Apache Spark / PySpark; Python; PostgreSQL / MySQL; SQL; Git & GitHub; Snowflake; Apache Kafka; DBT (Data Build Tool); Database Indexing & Query Tuning. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000027,Entry Level Backend Software Engineer,Backend Software Engineer,Walmart Global Tech,"Mumbai, India",Entry Level,1.2,13.6,Contract,2025-04-13,SQL; PostgreSQL / MySQL; Git & GitHub; Data Structures & Algorithms; Python; RESTful API Design; Model Serving & FastAPI; System Design & Distributed Systems; Linux & Bash; Docker & Containerization; NoSQL & MongoDB; CI/CD Pipelines (GitHub Actions),"We are looking for a talented Entry Level Backend Software Engineer to join our team at Walmart Global Tech (Mumbai, India). The ideal candidate will have 1.2+ years of proven industry experience and strong proficiency in SQL; PostgreSQL / MySQL; Git & GitHub; Data Structures & Algorithms; Python; RESTful API Design; Model Serving & FastAPI; System Design & Distributed Systems; Linux & Bash; Docker & Containerization; NoSQL & MongoDB; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000028,Entry Level Computer Vision Engineer,Computer Vision Engineer,Datadog,"Bangalore, India",Entry Level,1.0,9.41,Hybrid Full-time,2025-09-16,"Python; Linear Algebra; Convolutional Neural Networks (CNN); Computer Vision (OpenCV); Neural Networks Fundamentals; PyTorch; TensorFlow & Keras; Model Serving & FastAPI; C++; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Entry Level Computer Vision Engineer to join our team at Datadog (Bangalore, India). The ideal candidate will have 1.0+ years of proven industry experience and strong proficiency in Python; Linear Algebra; Convolutional Neural Networks (CNN); Computer Vision (OpenCV); Neural Networks Fundamentals; PyTorch; TensorFlow & Keras; Model Serving & FastAPI; C++; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000029,Mid Level AI Research Scientist,AI Research Scientist,Morgan Stanley,Remote (Global),Mid Level,4.4,17.16,Hybrid Full-time,2026-04-07,Research Paper Implementation; Probability & Statistics; Multivariate Calculus; Linear Algebra; Neural Networks Fundamentals; Python; PyTorch; Large Language Models (LLMs); Convolutional Neural Networks (CNN); Recurrent Neural Networks (RNN/LSTM); Computer Vision (OpenCV),"We are looking for a talented Mid Level AI Research Scientist to join our team at Morgan Stanley (Remote (Global)). The ideal candidate will have 4.4+ years of proven industry experience and strong proficiency in Research Paper Implementation; Probability & Statistics; Multivariate Calculus; Linear Algebra; Neural Networks Fundamentals; Python; PyTorch; Large Language Models (LLMs); Convolutional Neural Networks (CNN); Recurrent Neural Networks (RNN/LSTM); Computer Vision (OpenCV). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000030,Entry Level NLP Engineer,NLP Engineer,Walmart Global Tech,"San Francisco, CA, USA",Entry Level,0.0,10.51,Full-time,2025-10-26,Scikit-Learn; PyTorch; Transformers & Attention Mechanisms; Python; Hugging Face Ecosystem; Natural Language Processing (NLP); Retrieval-Augmented Generation (RAG); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); Vector Databases (Chroma/Pinecone/Milvus); Exploratory Data Analysis; Model Serving & FastAPI; Multivariate Calculus,"We are looking for a talented Entry Level NLP Engineer to join our team at Walmart Global Tech (San Francisco, CA, USA). The ideal candidate will have 0.0+ years of proven industry experience and strong proficiency in Scikit-Learn; PyTorch; Transformers & Attention Mechanisms; Python; Hugging Face Ecosystem; Natural Language Processing (NLP); Retrieval-Augmented Generation (RAG); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); Vector Databases (Chroma/Pinecone/Milvus); Exploratory Data Analysis; Model Serving & FastAPI; Multivariate Calculus. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000031,Mid Level BI Developer,BI Developer,JPMorgan Chase,"Hyderabad, India",Mid Level,4.5,26.9,Full-time,2026-04-25,Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; SQL; Power BI & DAX; Advanced Excel & VBA; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; Tableau; Stakeholder Communication; PostgreSQL / MySQL; DBT (Data Build Tool),"We are looking for a talented Mid Level BI Developer to join our team at JPMorgan Chase (Hyderabad, India). The ideal candidate will have 4.5+ years of proven industry experience and strong proficiency in Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; SQL; Power BI & DAX; Advanced Excel & VBA; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; Tableau; Stakeholder Communication; PostgreSQL / MySQL; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000032,Mid Level Data Analyst,Data Analyst,NVIDIA,"New York, NY, USA",Mid Level,4.0,26.83,Full-time,2026-03-23,SQL; Exploratory Data Analysis; Pandas & NumPy; Python; Power BI & DAX; Advanced Excel & VBA; Probability & Statistics; Hypothesis Testing & A/B Testing; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; Stakeholder Communication; Scikit-Learn,"We are looking for a talented Mid Level Data Analyst to join our team at NVIDIA (New York, NY, USA). The ideal candidate will have 4.0+ years of proven industry experience and strong proficiency in SQL; Exploratory Data Analysis; Pandas & NumPy; Python; Power BI & DAX; Advanced Excel & VBA; Probability & Statistics; Hypothesis Testing & A/B Testing; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; Stakeholder Communication; Scikit-Learn. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000033,Entry Level MLOps Engineer,MLOps Engineer,Stripe,"Seattle, WA, USA",Entry Level,0.2,13.73,Full-time,2025-01-02,"CI/CD Pipelines (GitHub Actions); Python; Docker & Containerization; Kubernetes; MLflow & Experiment Tracking; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker); Model Serving & FastAPI; Git & GitHub; DVC (Data Version Control); Scikit-Learn; Database Indexing & Query Tuning; System Design & Distributed Systems; Apache Kafka; DBT (Data Build Tool)","We are looking for a talented Entry Level MLOps Engineer to join our team at Stripe (Seattle, WA, USA). The ideal candidate will have 0.2+ years of proven industry experience and strong proficiency in CI/CD Pipelines (GitHub Actions); Python; Docker & Containerization; Kubernetes; MLflow & Experiment Tracking; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker); Model Serving & FastAPI; Git & GitHub; DVC (Data Version Control); Scikit-Learn; Database Indexing & Query Tuning; System Design & Distributed Systems; Apache Kafka; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000034,Senior Level Computer Vision Engineer,Computer Vision Engineer,Google,"Seattle, WA, USA",Senior Level,7.1,33.46,Full-time,2026-02-22,"Convolutional Neural Networks (CNN); Python; Computer Vision (OpenCV); Linear Algebra; PyTorch; Docker & Containerization; Scikit-Learn; TensorFlow & Keras; C++; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Senior Level Computer Vision Engineer to join our team at Google (Seattle, WA, USA). The ideal candidate will have 7.1+ years of proven industry experience and strong proficiency in Convolutional Neural Networks (CNN); Python; Computer Vision (OpenCV); Linear Algebra; PyTorch; Docker & Containerization; Scikit-Learn; TensorFlow & Keras; C++; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000035,Mid Level Computer Vision Engineer,Computer Vision Engineer,Snowflake,Remote (Global),Mid Level,4.6,26.1,Hybrid Full-time,2025-12-15,"Python; PyTorch; Neural Networks Fundamentals; Convolutional Neural Networks (CNN); Computer Vision (OpenCV); Linear Algebra; Scikit-Learn; Docker & Containerization; TensorFlow & Keras; Model Serving & FastAPI; C++; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Mid Level Computer Vision Engineer to join our team at Snowflake (Remote (Global)). The ideal candidate will have 4.6+ years of proven industry experience and strong proficiency in Python; PyTorch; Neural Networks Fundamentals; Convolutional Neural Networks (CNN); Computer Vision (OpenCV); Linear Algebra; Scikit-Learn; Docker & Containerization; TensorFlow & Keras; Model Serving & FastAPI; C++; Linux & Bash; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000036,Mid Level Data Engineer,Data Engineer,Microsoft,Remote (India),Mid Level,2.7,24.86,Full-time,2026-04-30,"Data Warehousing & Modeling; Python; Apache Spark / PySpark; SQL; ETL / ELT Pipelines; PostgreSQL / MySQL; Linux & Bash; Apache Airflow; NoSQL & MongoDB; Apache Kafka; AWS (S3, EC2, Lambda, SageMaker); Database Indexing & Query Tuning; DBT (Data Build Tool)","We are looking for a talented Mid Level Data Engineer to join our team at Microsoft (Remote (India)). The ideal candidate will have 2.7+ years of proven industry experience and strong proficiency in Data Warehousing & Modeling; Python; Apache Spark / PySpark; SQL; ETL / ELT Pipelines; PostgreSQL / MySQL; Linux & Bash; Apache Airflow; NoSQL & MongoDB; Apache Kafka; AWS (S3, EC2, Lambda, SageMaker); Database Indexing & Query Tuning; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000037,Entry Level Data Analyst,Data Analyst,Walmart Global Tech,Singapore,Entry Level,1.6,8.65,Full-time,2026-02-12,Advanced Excel & VBA; Power BI & DAX; Exploratory Data Analysis; Python; Pandas & NumPy; SQL; Probability & Statistics; Hypothesis Testing & A/B Testing; Scikit-Learn; PostgreSQL / MySQL,"We are looking for a talented Entry Level Data Analyst to join our team at Walmart Global Tech (Singapore). The ideal candidate will have 1.6+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; Power BI & DAX; Exploratory Data Analysis; Python; Pandas & NumPy; SQL; Probability & Statistics; Hypothesis Testing & A/B Testing; Scikit-Learn; PostgreSQL / MySQL. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000038,Senior Level Cloud Data Architect,Cloud Data Architect,Databricks,"Bangalore, India",Senior Level,5.3,29.99,Full-time,2025-02-17,"AWS (S3, EC2, Lambda, SageMaker); ETL / ELT Pipelines; System Design & Distributed Systems; SQL; Data Warehousing & Modeling; Database Indexing & Query Tuning; Apache Spark / PySpark; Databricks; Docker & Containerization; Stakeholder Communication; CI/CD Pipelines (GitHub Actions)","We are looking for a talented Senior Level Cloud Data Architect to join our team at Databricks (Bangalore, India). The ideal candidate will have 5.3+ years of proven industry experience and strong proficiency in AWS (S3, EC2, Lambda, SageMaker); ETL / ELT Pipelines; System Design & Distributed Systems; SQL; Data Warehousing & Modeling; Database Indexing & Query Tuning; Apache Spark / PySpark; Databricks; Docker & Containerization; Stakeholder Communication; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000039,Mid Level Computer Vision Engineer,Computer Vision Engineer,Uber,"San Francisco, CA, USA",Mid Level,3.5,22.16,Full-time,2025-09-18,"Convolutional Neural Networks (CNN); PyTorch; Computer Vision (OpenCV); Python; Linear Algebra; Scikit-Learn; Model Serving & FastAPI; Docker & Containerization; TensorFlow & Keras; Linux & Bash; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs)","We are looking for a talented Mid Level Computer Vision Engineer to join our team at Uber (San Francisco, CA, USA). The ideal candidate will have 3.5+ years of proven industry experience and strong proficiency in Convolutional Neural Networks (CNN); PyTorch; Computer Vision (OpenCV); Python; Linear Algebra; Scikit-Learn; Model Serving & FastAPI; Docker & Containerization; TensorFlow & Keras; Linux & Bash; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker); Large Language Models (LLMs). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000040,Entry Level Backend Software Engineer,Backend Software Engineer,Databricks,Singapore,Entry Level,0.8,9.59,Full-time,2025-10-30,"PostgreSQL / MySQL; Python; RESTful API Design; Git & GitHub; SQL; Data Structures & Algorithms; System Design & Distributed Systems; Linux & Bash; Model Serving & FastAPI; Java; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Entry Level Backend Software Engineer to join our team at Databricks (Singapore). The ideal candidate will have 0.8+ years of proven industry experience and strong proficiency in PostgreSQL / MySQL; Python; RESTful API Design; Git & GitHub; SQL; Data Structures & Algorithms; System Design & Distributed Systems; Linux & Bash; Model Serving & FastAPI; Java; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000041,Senior Level Business Analyst,Business Analyst,Meta AI,"London, UK",Senior Level,7.0,29.28,Full-time,2025-02-10,SQL; Business Acumen & Domain Knowledge; Data Storytelling & KPI Dashboards; Stakeholder Communication; Problem Solving & Critical Thinking; Advanced Excel & VBA; Exploratory Data Analysis; Agile & Scrum Methodologies; Power BI & DAX; Hypothesis Testing & A/B Testing; Data Warehousing & Modeling,"We are looking for a talented Senior Level Business Analyst to join our team at Meta AI (London, UK). The ideal candidate will have 7.0+ years of proven industry experience and strong proficiency in SQL; Business Acumen & Domain Knowledge; Data Storytelling & KPI Dashboards; Stakeholder Communication; Problem Solving & Critical Thinking; Advanced Excel & VBA; Exploratory Data Analysis; Agile & Scrum Methodologies; Power BI & DAX; Hypothesis Testing & A/B Testing; Data Warehousing & Modeling. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000042,Mid Level MLOps Engineer,MLOps Engineer,Snowflake,"San Francisco, CA, USA",Mid Level,4.7,25.63,Full-time,2025-10-30,"Python; CI/CD Pipelines (GitHub Actions); MLflow & Experiment Tracking; Linux & Bash; Kubernetes; Docker & Containerization; Git & GitHub; AWS (S3, EC2, Lambda, SageMaker); DVC (Data Version Control); PyTorch; Model Serving & FastAPI; Scikit-Learn; System Design & Distributed Systems; Database Indexing & Query Tuning; Apache Kafka; Apache Airflow","We are looking for a talented Mid Level MLOps Engineer to join our team at Snowflake (San Francisco, CA, USA). The ideal candidate will have 4.7+ years of proven industry experience and strong proficiency in Python; CI/CD Pipelines (GitHub Actions); MLflow & Experiment Tracking; Linux & Bash; Kubernetes; Docker & Containerization; Git & GitHub; AWS (S3, EC2, Lambda, SageMaker); DVC (Data Version Control); PyTorch; Model Serving & FastAPI; Scikit-Learn; System Design & Distributed Systems; Database Indexing & Query Tuning; Apache Kafka; Apache Airflow. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000043,Entry Level MLOps Engineer,MLOps Engineer,Atlassian,"Seattle, WA, USA",Entry Level,0.5,6.25,Hybrid Full-time,2025-12-02,"MLflow & Experiment Tracking; Python; CI/CD Pipelines (GitHub Actions); Kubernetes; Docker & Containerization; AWS (S3, EC2, Lambda, SageMaker); Model Serving & FastAPI; Scikit-Learn; DVC (Data Version Control); PyTorch; Apache Airflow; Database Indexing & Query Tuning; System Design & Distributed Systems; Apache Kafka","We are looking for a talented Entry Level MLOps Engineer to join our team at Atlassian (Seattle, WA, USA). The ideal candidate will have 0.5+ years of proven industry experience and strong proficiency in MLflow & Experiment Tracking; Python; CI/CD Pipelines (GitHub Actions); Kubernetes; Docker & Containerization; AWS (S3, EC2, Lambda, SageMaker); Model Serving & FastAPI; Scikit-Learn; DVC (Data Version Control); PyTorch; Apache Airflow; Database Indexing & Query Tuning; System Design & Distributed Systems; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000044,Mid Level MLOps Engineer,MLOps Engineer,Zomato,"New York, NY, USA",Mid Level,4.2,27.24,Hybrid Full-time,2025-06-08,"CI/CD Pipelines (GitHub Actions); Linux & Bash; MLflow & Experiment Tracking; Docker & Containerization; Python; Model Serving & FastAPI; DVC (Data Version Control); PyTorch; AWS (S3, EC2, Lambda, SageMaker); Apache Airflow; System Design & Distributed Systems; Apache Kafka","We are looking for a talented Mid Level MLOps Engineer to join our team at Zomato (New York, NY, USA). The ideal candidate will have 4.2+ years of proven industry experience and strong proficiency in CI/CD Pipelines (GitHub Actions); Linux & Bash; MLflow & Experiment Tracking; Docker & Containerization; Python; Model Serving & FastAPI; DVC (Data Version Control); PyTorch; AWS (S3, EC2, Lambda, SageMaker); Apache Airflow; System Design & Distributed Systems; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
